rowid,order,family,genus,species,longitude,latitude,year,source
1,Rodentia,Cricetidae,Calomys,Calomys expulsus,-35.14583,-6.74,2014,atlantic_small_mammals_abu
2,Rodentia,Cricetidae,Cerradomys,Cerradomys langguthi,-35.14583,-6.74,2014,atlantic_small_mammals_abu
3,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-35.14583,-6.74,2014,atlantic_small_mammals_abu
4,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus sp.,-35.14583,-6.74,2014,atlantic_small_mammals_abu
5,Didelphimorphia,Didelphidae,Marmosa,Marmosa demerarae,-35.14583,-6.74,2014,atlantic_small_mammals_abu
6,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,-35.14583,-6.74,2014,atlantic_small_mammals_abu
7,Rodentia,Cricetidae,Necromys,Necromys lasiurus,-35.14583,-6.74,2014,atlantic_small_mammals_abu
8,Rodentia,Cricetidae,Nectomys,Nectomys rattus,-35.14583,-6.74,2014,atlantic_small_mammals_abu
9,Rodentia,Cricetidae,Cerradomys,Cerradomys langguthi,-35.14583,-6.74,2015,atlantic_small_mammals_abu
10,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-35.14583,-6.74,2015,atlantic_small_mammals_abu
11,NA,NA,Galea,Galea spixii,-35.14583,-6.74,2015,atlantic_small_mammals_abu
12,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus sp.,-35.14583,-6.74,2015,atlantic_small_mammals_abu
13,Didelphimorphia,Didelphidae,Marmosa,Marmosa demerarae,-35.14583,-6.74,2015,atlantic_small_mammals_abu
14,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-35.14583,-6.74,2015,atlantic_small_mammals_abu
15,Rodentia,Cricetidae,Necromys,Necromys lasiurus,-35.14583,-6.74,2015,atlantic_small_mammals_abu
16,Rodentia,Cricetidae,Nectomys,Nectomys rattus,-35.14583,-6.74,2015,atlantic_small_mammals_abu
17,Rodentia,Cricetidae,Cerradomys,Cerradomys langguthi,-35.49083,-7.59083,2003,atlantic_small_mammals_abu
18,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-35.49083,-7.59083,2003,atlantic_small_mammals_abu
19,NA,NA,Galea,Galea spixii,-35.49083,-7.59083,2003,atlantic_small_mammals_abu
20,Rodentia,Cricetidae,Holochilus,Holochilus sciureus,-35.49083,-7.59083,2003,atlantic_small_mammals_abu
21,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-35.49083,-7.59083,2003,atlantic_small_mammals_abu
22,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,-35.49083,-7.59083,2003,atlantic_small_mammals_abu
23,Rodentia,Cricetidae,Necromys,Necromys lasiurus,-35.49083,-7.59083,2003,atlantic_small_mammals_abu
24,Rodentia,Cricetidae,Nectomys,Nectomys squamipes,-35.49083,-7.59083,2003,atlantic_small_mammals_abu
25,Rodentia,Muridae,Rattus,Rattus rattus,-35.49083,-7.59083,2003,atlantic_small_mammals_abu
26,Rodentia,Cricetidae,Cerradomys,Cerradomys langguthi,-35.49083,-7.59083,2006,atlantic_small_mammals_abu
27,NA,NA,Galea,Galea spixii,-35.49083,-7.59083,2006,atlantic_small_mammals_abu
28,Rodentia,Cricetidae,Holochilus,Holochilus sciureus,-35.49083,-7.59083,2006,atlantic_small_mammals_abu
29,Rodentia,Cricetidae,Necromys,Necromys lasiurus,-35.49083,-7.59083,2006,atlantic_small_mammals_abu
30,Rodentia,Cricetidae,Nectomys,Nectomys squamipes,-35.49083,-7.59083,2006,atlantic_small_mammals_abu
31,Rodentia,Muridae,Rattus,Rattus rattus,-35.49083,-7.59083,2006,atlantic_small_mammals_abu
32,Rodentia,Cricetidae,Akodon,Akodon cursor,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
33,Rodentia,Cricetidae,Cerradomys,Cerradomys langguthi,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
34,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
35,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
36,NA,NA,Galea,Galea spixii,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
37,Didelphimorphia,Didelphidae,Marmosa,Marmosa demerarae,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
38,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
39,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
40,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis americana,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
41,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
42,Rodentia,Cricetidae,Necromys,Necromys lasiurus,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
43,Rodentia,Cricetidae,Nectomys,Nectomys rattus,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
44,Rodentia,Cricetidae,Oecomys,Oecomys catherinae,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
45,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys mattogrossae,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
46,Rodentia,Cricetidae,Oxymycterus,Oxymycterus dasytrichus,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
47,Rodentia,Echimyidae,Phyllomys,Phyllomys sp.,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
48,NA,NA,Thrichomys,Thrichomys laurentius,-35.17667,-7.89167,2008,atlantic_small_mammals_abu
49,Rodentia,Cricetidae,Cerradomys,Cerradomys langguthi,-35.02643,-7.93694,2009,atlantic_small_mammals_abu
50,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-35.02643,-7.93694,2009,atlantic_small_mammals_abu
51,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-35.02643,-7.93694,2009,atlantic_small_mammals_abu
52,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus brasiliensis,-35.02643,-7.93694,2009,atlantic_small_mammals_abu
53,Didelphimorphia,Didelphidae,Marmosa,Marmosa demerarae,-35.02643,-7.93694,2009,atlantic_small_mammals_abu
54,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-35.02643,-7.93694,2009,atlantic_small_mammals_abu
55,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,-35.02643,-7.93694,2009,atlantic_small_mammals_abu
56,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,-35.02643,-7.93694,2009,atlantic_small_mammals_abu
57,Rodentia,Cricetidae,Nectomys,Nectomys rattus,-35.02643,-7.93694,2009,atlantic_small_mammals_abu
58,NA,NA,Thrichomys,Thrichomys laurentius,-35.02643,-7.93694,2009,atlantic_small_mammals_abu
59,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-34.87222,-7.94,2008,atlantic_small_mammals_abu
60,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-34.87222,-7.94,2008,atlantic_small_mammals_abu
61,Didelphimorphia,Didelphidae,Marmosa,Marmosa demerarae,-34.87222,-7.94,2008,atlantic_small_mammals_abu
62,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-34.87222,-7.94,2008,atlantic_small_mammals_abu
63,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,-34.87222,-7.94,2008,atlantic_small_mammals_abu
64,Rodentia,Cricetidae,Nectomys,Nectomys rattus,-34.87222,-7.94,2008,atlantic_small_mammals_abu
65,Rodentia,Cricetidae,Rhipidomys,Rhipidomys mastacalis,-34.87222,-7.94,2008,atlantic_small_mammals_abu
66,Didelphimorphia,Didelphidae,Caluromys,Caluromys philander,-35.02139,-8.00333,2008,atlantic_small_mammals_abu
67,Rodentia,Cricetidae,Cerradomys,Cerradomys langguthi,-35.02139,-8.00333,2008,atlantic_small_mammals_abu
68,Didelphimorphia,Didelphidae,Cryptonanus,Cryptonanus agricolai,-35.02139,-8.00333,2008,atlantic_small_mammals_abu
69,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-35.02139,-8.00333,2008,atlantic_small_mammals_abu
70,Rodentia,Cricetidae,Holochilus,Holochilus sciureus,-35.02139,-8.00333,2008,atlantic_small_mammals_abu
71,Didelphimorphia,Didelphidae,Marmosa,Marmosa demerarae,-35.02139,-8.00333,2008,atlantic_small_mammals_abu
72,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-35.02139,-8.00333,2008,atlantic_small_mammals_abu
73,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,-35.02139,-8.00333,2008,atlantic_small_mammals_abu
74,Rodentia,Muridae,Rattus,Rattus rattus,-35.02139,-8.00333,2008,atlantic_small_mammals_abu
75,NA,NA,Thrichomys,Thrichomys laurentius,-35.02139,-8.00333,2008,atlantic_small_mammals_abu
76,Rodentia,Cricetidae,Akodon,Akodon cursor,-34.98167,-8.02028,2008,atlantic_small_mammals_abu
77,Didelphimorphia,Didelphidae,Caluromys,Caluromys philander,-34.98167,-8.02028,2008,atlantic_small_mammals_abu
78,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-34.98167,-8.02028,2008,atlantic_small_mammals_abu
79,Didelphimorphia,Didelphidae,Marmosa,Marmosa demerarae,-34.98167,-8.02028,2008,atlantic_small_mammals_abu
80,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-34.98167,-8.02028,2008,atlantic_small_mammals_abu
81,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,-34.98167,-8.02028,2008,atlantic_small_mammals_abu
82,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis americana,-34.98167,-8.02028,2008,atlantic_small_mammals_abu
83,Rodentia,Cricetidae,Nectomys,Nectomys rattus,-34.98167,-8.02028,2008,atlantic_small_mammals_abu
84,Rodentia,Echimyidae,Phyllomys,Phyllomys sp.,-34.98167,-8.02028,2008,atlantic_small_mammals_abu
85,Rodentia,Muridae,Rattus,Rattus rattus,-34.98167,-8.02028,2008,atlantic_small_mammals_abu
86,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-34.88111,-8.05417,2008,atlantic_small_mammals_abu
87,Rodentia,Muridae,Rattus,Rattus rattus,-34.88111,-8.05417,2008,atlantic_small_mammals_abu
88,Didelphimorphia,Didelphidae,Caluromys,Caluromys philander,-35.08333,-8.25,2003,atlantic_small_mammals_abu
89,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-35.08333,-8.25,2003,atlantic_small_mammals_abu
90,Didelphimorphia,Didelphidae,Marmosa,Marmosa demerarae,-35.08333,-8.25,2003,atlantic_small_mammals_abu
91,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-35.08333,-8.25,2003,atlantic_small_mammals_abu
92,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,-35.08333,-8.25,2003,atlantic_small_mammals_abu
93,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,-35.08333,-8.25,2003,atlantic_small_mammals_abu
94,Rodentia,Cricetidae,Akodon,Akodon cursor,-36.02667,-8.36639,1998,atlantic_small_mammals_abu
95,Rodentia,Cricetidae,Cerradomys,Cerradomys langguthi,-36.02667,-8.36639,1998,atlantic_small_mammals_abu
96,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-36.02667,-8.36639,1998,atlantic_small_mammals_abu
97,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-36.02667,-8.36639,1998,atlantic_small_mammals_abu
98,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis americana,-36.02667,-8.36639,1998,atlantic_small_mammals_abu
99,Rodentia,Cricetidae,Necromys,Necromys lasiurus,-36.02667,-8.36639,1998,atlantic_small_mammals_abu
100,Rodentia,Cricetidae,Rhipidomys,Rhipidomys mastacalis,-36.02667,-8.36639,1998,atlantic_small_mammals_abu
101,Rodentia,Cricetidae,Akodon,Akodon cursor,-35.45278,-8.38278,2000,atlantic_small_mammals_abu
102,Rodentia,Cricetidae,Cerradomys,Cerradomys langguthi,-35.45278,-8.38278,2000,atlantic_small_mammals_abu
103,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-35.45278,-8.38278,2000,atlantic_small_mammals_abu
104,Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys russatus,-35.45278,-8.38278,2000,atlantic_small_mammals_abu
105,Rodentia,Cricetidae,Holochilus,Holochilus sciureus,-35.45278,-8.38278,2000,atlantic_small_mammals_abu
106,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-35.45278,-8.38278,2000,atlantic_small_mammals_abu
107,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,-35.45278,-8.38278,2000,atlantic_small_mammals_abu
108,Rodentia,Cricetidae,Necromys,Necromys lasiurus,-35.45278,-8.38278,2000,atlantic_small_mammals_abu
109,Rodentia,Cricetidae,Nectomys,Nectomys squamipes,-35.45278,-8.38278,2000,atlantic_small_mammals_abu
110,Rodentia,Cricetidae,Akodon,Akodon cursor,-35.83361,-8.71028,2003,atlantic_small_mammals_abu
111,Rodentia,Cricetidae,Cerradomys,Cerradomys langguthi,-35.83361,-8.71028,2003,atlantic_small_mammals_abu
112,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-35.83361,-8.71028,2003,atlantic_small_mammals_abu
113,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-35.83361,-8.71028,2003,atlantic_small_mammals_abu
114,Didelphimorphia,Didelphidae,Marmosa,Marmosa demerarae,-35.83361,-8.71028,2003,atlantic_small_mammals_abu
115,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-35.83361,-8.71028,2003,atlantic_small_mammals_abu
116,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,-35.83361,-8.71028,2003,atlantic_small_mammals_abu
117,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis americana,-35.83361,-8.71028,2003,atlantic_small_mammals_abu
118,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,-35.83361,-8.71028,2003,atlantic_small_mammals_abu
119,Rodentia,Cricetidae,Necromys,Necromys lasiurus,-35.83361,-8.71028,2003,atlantic_small_mammals_abu
120,Rodentia,Cricetidae,Nectomys,Nectomys squamipes,-35.83361,-8.71028,2003,atlantic_small_mammals_abu
121,Rodentia,Cricetidae,Oecomys,Oecomys catherinae,-35.83361,-8.71028,2003,atlantic_small_mammals_abu
122,Rodentia,Cricetidae,Rhipidomys,Rhipidomys mastacalis,-35.83361,-8.71028,2003,atlantic_small_mammals_abu
123,Rodentia,Cricetidae,Akodon,Akodon cursor,-35.84361,-8.72139,2008,atlantic_small_mammals_abu
124,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-35.84361,-8.72139,2008,atlantic_small_mammals_abu
125,Rodentia,Cricetidae,Hylaeamys,Hylaeamys oniscus,-35.84361,-8.72139,2008,atlantic_small_mammals_abu
126,Didelphimorphia,Didelphidae,Marmosa,Marmosa demerarae,-35.84361,-8.72139,2008,atlantic_small_mammals_abu
127,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-35.84361,-8.72139,2008,atlantic_small_mammals_abu
128,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,-35.84361,-8.72139,2008,atlantic_small_mammals_abu
129,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis americana,-35.84361,-8.72139,2008,atlantic_small_mammals_abu
130,Rodentia,Cricetidae,Nectomys,Nectomys rattus,-35.84361,-8.72139,2008,atlantic_small_mammals_abu
131,Rodentia,Cricetidae,Oecomys,Oecomys catherinae,-35.84361,-8.72139,2008,atlantic_small_mammals_abu
132,Rodentia,Cricetidae,Rhipidomys,Rhipidomys mastacalis,-35.84361,-8.72139,2008,atlantic_small_mammals_abu
133,Rodentia,Cricetidae,Cerradomys,Cerradomys langguthi,-35.87,-9,2003,atlantic_small_mammals_abu
134,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-35.87,-9,2003,atlantic_small_mammals_abu
135,Rodentia,Cricetidae,Hylaeamys,Hylaeamys oniscus,-35.87,-9,2003,atlantic_small_mammals_abu
136,Didelphimorphia,Didelphidae,Marmosa,Marmosa demerarae,-35.87,-9,2003,atlantic_small_mammals_abu
137,Rodentia,Cricetidae,Oecomys,Oecomys catherinae,-35.87,-9,2003,atlantic_small_mammals_abu
138,Rodentia,Cricetidae,Rhipidomys,Rhipidomys mastacalis,-35.87,-9,2003,atlantic_small_mammals_abu
139,Rodentia,Cricetidae,Akodon,Akodon sp.,-37.41667,-11.25,1993,atlantic_small_mammals_abu
140,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-37.41667,-11.25,1993,atlantic_small_mammals_abu
141,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus sp.,-37.41667,-11.25,1993,atlantic_small_mammals_abu
142,Didelphimorphia,Didelphidae,Marmosa,Marmosa demerarae,-37.41667,-11.25,1993,atlantic_small_mammals_abu
143,Didelphimorphia,Didelphidae,Marmosops,Marmosops incanus,-37.41667,-11.25,1993,atlantic_small_mammals_abu
144,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,-37.41667,-11.25,1993,atlantic_small_mammals_abu
145,Rodentia,Cricetidae,Oxymycterus,Oxymycterus sp.,-37.41667,-11.25,1993,atlantic_small_mammals_abu
146,Rodentia,Cricetidae,Rhipidomys,Rhipidomys mastacalis,-37.41667,-11.25,1993,atlantic_small_mammals_abu
147,Rodentia,Echimyidae,Trinomys,Trinomys sp.,-37.41667,-11.25,1993,atlantic_small_mammals_abu
148,Rodentia,Cricetidae,Akodon,Akodon cursor,-41.31389,-12.72778,2004,atlantic_small_mammals_abu
149,Rodentia,Cricetidae,Cerradomys,Cerradomys vivoi,-41.31389,-12.72778,2004,atlantic_small_mammals_abu
150,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus microtarsus,-41.31389,-12.72778,2004,atlantic_small_mammals_abu
151,Didelphimorphia,Didelphidae,Marmosops,Marmosops incanus,-41.31389,-12.72778,2004,atlantic_small_mammals_abu
152,Rodentia,Cricetidae,Necromys,Necromys lasiurus,-41.31389,-12.72778,2004,atlantic_small_mammals_abu
153,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys mattogrossae,-41.31389,-12.72778,2004,atlantic_small_mammals_abu
154,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys nigripes,-41.31389,-12.72778,2004,atlantic_small_mammals_abu
155,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys rupestris,-41.31389,-12.72778,2004,atlantic_small_mammals_abu
156,Rodentia,Cricetidae,Rhipidomys,Rhipidomys sp.,-41.31389,-12.72778,2004,atlantic_small_mammals_abu
157,NA,NA,Thrichomys,Thrichomys inermis,-41.31389,-12.72778,2004,atlantic_small_mammals_abu
158,Rodentia,Cricetidae,Cerradomys,Cerradomys vivoi,-39.77958,-12.728,2011,atlantic_small_mammals_abu
159,NA,NA,Kerodon,Kerodon rupestris,-39.77958,-12.728,2011,atlantic_small_mammals_abu
160,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys nigripes,-39.77958,-12.728,2011,atlantic_small_mammals_abu
161,NA,NA,Thrichomys,Thrichomys inermis,-39.77958,-12.728,2011,atlantic_small_mammals_abu
162,Rodentia,Cricetidae,Akodon,Akodon cursor,-39.46568,-12.85715,2013,atlantic_small_mammals_abu
163,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-39.46568,-12.85715,2013,atlantic_small_mammals_abu
164,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus microtarsus,-39.46568,-12.85715,2013,atlantic_small_mammals_abu
165,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-39.46568,-12.85715,2013,atlantic_small_mammals_abu
166,Didelphimorphia,Didelphidae,Marmosa,Marmosa paraguayana,-39.46568,-12.85715,2013,atlantic_small_mammals_abu
167,Didelphimorphia,Didelphidae,Marmosops,Marmosops incanus,-39.46568,-12.85715,2013,atlantic_small_mammals_abu
168,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,-39.46568,-12.85715,2013,atlantic_small_mammals_abu
169,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis americana,-39.46568,-12.85715,2013,atlantic_small_mammals_abu
170,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys sp.,-39.46568,-12.85715,2013,atlantic_small_mammals_abu
171,Rodentia,Cricetidae,Rhipidomys,Rhipidomys sp.,-39.46568,-12.85715,2013,atlantic_small_mammals_abu
172,Rodentia,Echimyidae,Trinomys,Trinomys albispinus,-39.46568,-12.85715,2013,atlantic_small_mammals_abu
173,Rodentia,Echimyidae,Trinomys,Trinomys setosus,-39.46568,-12.85715,2013,atlantic_small_mammals_abu
174,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus microtarsus,-39.44903,-12.96017,2011,atlantic_small_mammals_abu
175,Didelphimorphia,Didelphidae,Marmosops,Marmosops incanus,-39.44903,-12.96017,2011,atlantic_small_mammals_abu
176,Rodentia,Cricetidae,Nectomys,Nectomys squamipes,-39.44903,-12.96017,2011,atlantic_small_mammals_abu
177,Rodentia,Cricetidae,Oxymycterus,Oxymycterus dasytrichus,-39.44903,-12.96017,2011,atlantic_small_mammals_abu
178,Rodentia,Echimyidae,Trinomys,Trinomys setosus,-39.44903,-12.96017,2011,atlantic_small_mammals_abu
179,Rodentia,Cricetidae,Akodon,Akodon cursor,-39.16667,-13.83333,2009,atlantic_small_mammals_abu
180,Rodentia,Cricetidae,Cerradomys,Cerradomys vivoi,-39.16667,-13.83333,2009,atlantic_small_mammals_abu
181,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-39.16667,-13.83333,2009,atlantic_small_mammals_abu
182,Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys russatus,-39.16667,-13.83333,2009,atlantic_small_mammals_abu
183,Rodentia,Cricetidae,Hylaeamys,Hylaeamys oniscus,-39.16667,-13.83333,2009,atlantic_small_mammals_abu
184,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-39.16667,-13.83333,2009,atlantic_small_mammals_abu
185,Didelphimorphia,Didelphidae,Marmosa,Marmosa paraguayana,-39.16667,-13.83333,2009,atlantic_small_mammals_abu
186,Didelphimorphia,Didelphidae,Marmosops,Marmosops incanus,-39.16667,-13.83333,2009,atlantic_small_mammals_abu
187,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,-39.16667,-13.83333,2009,atlantic_small_mammals_abu
188,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis americana,-39.16667,-13.83333,2009,atlantic_small_mammals_abu
189,Rodentia,Cricetidae,Necromys,Necromys lasiurus,-39.16667,-13.83333,2009,atlantic_small_mammals_abu
190,Rodentia,Cricetidae,Oecomys,Oecomys catherinae,-39.16667,-13.83333,2009,atlantic_small_mammals_abu
191,Rodentia,Cricetidae,Oxymycterus,Oxymycterus dasytrichus,-39.16667,-13.83333,2009,atlantic_small_mammals_abu
192,Rodentia,Cricetidae,Rhipidomys,Rhipidomys mastacalis,-39.16667,-13.83333,2009,atlantic_small_mammals_abu
193,Rodentia,Cricetidae,Akodon,Akodon cursor,-39.284,-13.848,2014,atlantic_small_mammals_abu
194,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-39.284,-13.848,2014,atlantic_small_mammals_abu
195,Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys russatus,-39.284,-13.848,2014,atlantic_small_mammals_abu
196,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus sp.,-39.284,-13.848,2014,atlantic_small_mammals_abu
197,Rodentia,Cricetidae,Hylaeamys,Hylaeamys seuanezi,-39.284,-13.848,2014,atlantic_small_mammals_abu
198,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-39.284,-13.848,2014,atlantic_small_mammals_abu
199,Didelphimorphia,Didelphidae,Marmosa,Marmosa paraguayana,-39.284,-13.848,2014,atlantic_small_mammals_abu
200,Didelphimorphia,Didelphidae,Marmosops,Marmosops incanus,-39.284,-13.848,2014,atlantic_small_mammals_abu
201,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,-39.284,-13.848,2014,atlantic_small_mammals_abu
202,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis americana,-39.284,-13.848,2014,atlantic_small_mammals_abu
203,Rodentia,Cricetidae,Nectomys,Nectomys squamipes,-39.284,-13.848,2014,atlantic_small_mammals_abu
204,Rodentia,Cricetidae,Oecomys,Oecomys catherinae,-39.284,-13.848,2014,atlantic_small_mammals_abu
205,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys nigripes,-39.284,-13.848,2014,atlantic_small_mammals_abu
206,Rodentia,Cricetidae,Oxymycterus,Oxymycterus sp.,-39.284,-13.848,2014,atlantic_small_mammals_abu
207,Rodentia,Cricetidae,Rhipidomys,Rhipidomys mastacalis,-39.284,-13.848,2014,atlantic_small_mammals_abu
208,Rodentia,Cricetidae,Akodon,Akodon cursor,-39.284,-13.848,2015,atlantic_small_mammals_abu
209,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-39.284,-13.848,2015,atlantic_small_mammals_abu
210,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-39.284,-13.848,2015,atlantic_small_mammals_abu
211,Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys russatus,-39.284,-13.848,2015,atlantic_small_mammals_abu
212,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus sp.,-39.284,-13.848,2015,atlantic_small_mammals_abu
213,Rodentia,Cricetidae,Hylaeamys,Hylaeamys seuanezi,-39.284,-13.848,2015,atlantic_small_mammals_abu
214,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,-39.284,-13.848,2015,atlantic_small_mammals_abu
215,Didelphimorphia,Didelphidae,Marmosa,Marmosa paraguayana,-39.284,-13.848,2015,atlantic_small_mammals_abu
216,Didelphimorphia,Didelphidae,Marmosops,Marmosops incanus,-39.284,-13.848,2015,atlantic_small_mammals_abu
217,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,-39.284,-13.848,2015,atlantic_small_mammals_abu
218,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis americana,-39.284,-13.848,2015,atlantic_small_mammals_abu
219,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys nigripes,-39.284,-13.848,2015,atlantic_small_mammals_abu
220,Rodentia,Cricetidae,Oxymycterus,Oxymycterus sp.,-39.284,-13.848,2015,atlantic_small_mammals_abu
221,Rodentia,Cricetidae,Rhipidomys,Rhipidomys mastacalis,-39.284,-13.848,2015,atlantic_small_mammals_abu
222,Rodentia,Cricetidae,Akodon,Akodon cursor,-39.15,-14.65,1945,atlantic_small_mammals_abu
223,NA,NA,Callistomys,Callistomys pictus,-39.15,-14.65,1945,atlantic_small_mammals_abu
224,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-39.15,-14.65,1945,atlantic_small_mammals_abu
225,Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys russatus,-39.15,-14.65,1945,atlantic_small_mammals_abu
226,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus agilis,-39.15,-14.65,1945,atlantic_small_mammals_abu
227,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus brasiliensis,-39.15,-14.65,1945,atlantic_small_mammals_abu
228,Rodentia,Cricetidae,Hylaeamys,Hylaeamys seuanezi,-39.15,-14.65,1945,atlantic_small_mammals_abu
